GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
ENST00000345201 - PTK7,,,ENST00000262464 - FBN2,ENST00000585923 - PIGN,,,ENST00000566838 - HSD17B2,,,ENST00000523007 - LRP12,ENST00000440656 - GLB1,ENST00000434472 - CD44
ENST00000558733 - ADAM10,,,ENST00000590654 - GALNT1,ENST00000432455 - PLXNB2,,,ENST00000595973 - GDF15,,,ENST00000345201 - PTK7,ENST00000590654 - GALNT1,ENST00000409645 - MGAT5
ENST00000610743 - SPPL2B,,,ENST00000322507 - COL12A1,ENST00000406487 - PSG2,,,ENST00000507154 - ERAP1,,,ENST00000426856 - CRIM1,ENST00000533246 - BDNF,ENST00000550050 - CD63
ENST00000425360 - NFASC,,,ENST00000630539 - CLPTM1L,ENST00000493406 - WNT5A,,,ENST00000425719 - NTM,,,ENST00000280876 - GXYLT1,ENST00000559494 - TSPAN3,ENST00000394419 - ACTN1
ENST00000332191 - ROBO2,,,ENST00000535011 - CALU,ENST00000590211 - CAPNS1,,,ENST00000489941 - LMO7,,,ENST00000282943 - ADGRA3,ENST00000407356 - PSG5,ENST00000299502 - SERPINB2
ENST00000415851 - SLC2A1,,,ENST00000486533 - COL12A1,ENST00000602661 - FKTN,,,ENST00000530320 - CD151,,,ENST00000439637 - ADAM10,ENST00000346501 - TSPAN4,ENST00000424703 - FSTL1
ENST00000426856 - CRIM1,,,ENST00000392396 - TFRC,ENST00000393346 - PICALM,,,ENST00000480737 - FN1,,,ENST00000578816 - TMX3,ENST00000446342 - PLAU,ENST00000620463 - COL1A2
ENST00000476387 - COL1A1,,,ENST00000560729 - GPR176,ENST00000584049 - BDNF,,,ENST00000546342 - GSR,,,ENST00000441738 - TIMP1,ENST00000540196 - GNS,
ENST00000523295 - GSR,,,ENST00000408028 - SLC8A1,ENST00000438929 - BDNF,,,ENST00000353578 - COL6A3,,,ENST00000470019 - PTK7,ENST00000367718 - TNFSF4,
ENST00000487694 - ROBO2,,,ENST00000526825 - LTBP3,ENST00000552516 - TGFBR1,,,ENST00000407356 - PSG5,,,ENST00000558985 - ANXA2,ENST00000523007 - LRP12,
ENST00000188790 - FAP,,,ENST00000527341 - CD151,ENST00000527018 - CTSC,,,ENST00000599892 - PLAUR,,,ENST00000397591 - THBS1,ENST00000355422 - GFRA1,
ENST00000457692 - SERPINB2,,,ENST00000503010 - TMED7,ENST00000374893 - ECE1,,,ENST00000504672 - PDGFC,,,ENST00000489941 - LMO7,ENST00000609928 - TOR1AIP2,
ENST00000225964 - COL1A1,,,ENST00000407929 - SLC8A1,ENST00000450507 - NRP2,,,ENST00000282943 - ADGRA3,,,ENST00000533238 - HSPA8,ENST00000523295 - GSR,
ENST00000561991 - PKD1,,,ENST00000559746 - THBS1,ENST00000342951 - PSG5,,,ENST00000523007 - LRP12,,,ENST00000616559 - PTPRQ,ENST00000558733 - ADAM10,
ENST00000469350 - PLOD2,,,ENST00000475181 - CCDC80,ENST00000532331 - PTPRK,,,ENST00000587251 - LGALS3BP,,,ENST00000480823 - FSTL1,ENST00000331581 - CADM1,
ENST00000413802 - NRP1,,,ENST00000569624 - CDH11,ENST00000443883 - CACNA2D1,,,ENST00000422544 - PDGFC,,,ENST00000543464 - CPD,ENST00000530694 - DKK3,
ENST00000558964 - NEO1,,,ENST00000610743 - SPPL2B,ENST00000444173 - BIRC6,,,ENST00000358883 - LPAR1,,,ENST00000586811 - ABCA5,ENST00000418354 - FKBP9,
ENST00000397591 - THBS1,,,ENST00000612273 - COL6A1,ENST00000579014 - LAMA1,,,ENST00000453430 - FAM234A,,,ENST00000584049 - BDNF,ENST00000543580 - GPR176,
ENST00000470019 - PTK7,,,ENST00000279035 - PIGT,ENST00000563579 - RPS15A,,,ENST00000590654 - GALNT1,,,ENST00000439649 - GFRA1,ENST00000585850 - ABCA8,
ENST00000374821 - NRP1,,,ENST00000538336 - FKBP9,ENST00000423035 - PGAP1,,,ENST00000563579 - RPS15A,,,ENST00000259056 - GALNT5,ENST00000419671 - COL12A1,
ENST00000485456 - DPP7,,,ENST00000559482 - IDH2,ENST00000518386 - ANGPT1,,,ENST00000521590 - SDC2,,,ENST00000587251 - LGALS3BP,ENST00000528895 - TM9SF1,
ENST00000584265 - MRC2,,,ENST00000559494 - TSPAN3,ENST00000480275 - CCDC80,,,ENST00000590382 - SLC44A2,,,ENST00000475584 - IGF2R,ENST00000376839 - ACTN1,
ENST00000618192 - LAMA2,,,ENST00000394904 - SLC11A2,ENST00000420512 - CERCAM,,,ENST00000552754 - CD63,,,ENST00000510305 - PCDH18,ENST00000552192 - SLC6A15,
ENST00000560137 - ANPEP,,,ENST00000492661 - MME,ENST00000635193 - COL11A1,,,ENST00000543351 - VDAC2,,,ENST00000460393 - MME,ENST00000439637 - ADAM10,
ENST00000614102 - FAT1,,,ENST00000282943 - ADGRA3,ENST00000395603 - ATRX,,,ENST00000578816 - TMX3,,,ENST00000542878 - MFGE8,ENST00000493237 - MME,
ENST00000420120 - DCN,,,ENST00000558733 - ADAM10,ENST00000511092 - CLCN3,,,ENST00000503151 - CLPTM1L,,,ENST00000612273 - COL6A1,ENST00000358883 - LPAR1,
ENST00000525469 - CD44,,,ENST00000542878 - MFGE8,ENST00000636251 - ATP6AP2,,,ENST00000377499 - LMO7,,,ENST00000353578 - COL6A3,ENST00000525528 - BDNF,
ENST00000535011 - CALU,,,ENST00000636705 - CLN5,ENST00000543464 - CPD,,,ENST00000244296 - PSG1,,,ENST00000528053 - BACE1,ENST00000542878 - MFGE8,
ENST00000528053 - BACE1,,,ENST00000579502 - CPD,ENST00000462745 - MME,,,ENST00000545707 - LDLR,,,ENST00000271751 - KCNH1,ENST00000532873 - DKK3,
ENST00000376263 - HNRNPK,,,ENST00000619564 - FGFR1,ENST00000616868 - SULF1,,,ENST00000280876 - GXYLT1,,,ENST00000352818 - CD44,ENST00000534412 - PICALM,
ENST00000542878 - MFGE8,,,ENST00000618057 - ITGBL1,ENST00000424703 - FSTL1,,,ENST00000481273 - PTK7,,,ENST00000630539 - CLPTM1L,ENST00000263094 - ABCA7,
ENST00000480737 - FN1,,,ENST00000188790 - FAP,ENST00000524970 - THY1,,,ENST00000487647 - FGFR1,,,ENST00000007722 - ITGA3,ENST00000587251 - LGALS3BP,
ENST00000480823 - FSTL1,,,ENST00000480823 - FSTL1,ENST00000332843 - COLEC10,,,ENST00000533238 - HSPA8,,,ENST00000394419 - ACTN1,ENST00000509523 - PAM,
ENST00000612273 - COL6A1,,,ENST00000631899 - KCNN2,ENST00000424234 - ACTN4,,,ENST00000520982 - BMP1,,,ENST00000376263 - HNRNPK,ENST00000402943 - SLC14A1,
ENST00000584049 - BDNF,,,ENST00000497027 - WNT5A,ENST00000377499 - LMO7,,,ENST00000265077 - VCAN,,,ENST00000188790 - FAP,ENST00000602661 - FKTN,
ENST00000619564 - FGFR1,,,ENST00000448405 - MPZL1,ENST00000469554 - CCDC80,,,ENST00000472056 - COL6A3,,,,ENST00000520982 - BMP1,
ENST00000394419 - ACTN1,,,ENST00000476387 - COL1A1,ENST00000360490 - MME,,,ENST00000502059 - SLC14A1,,,,ENST00000367921 - DDR2,
ENST00000538775 - NCEH1,,,ENST00000636409 - ATP6AP2,ENST00000448723 - ADAM12,,,ENST00000527977 - CLMP,,,,ENST00000635193 - COL11A1,
ENST00000448405 - MPZL1,,,ENST00000461903 - HLA-A,ENST00000448405 - MPZL1,,,ENST00000558733 - ADAM10,,,,ENST00000572932 - NOMO3,
ENST00000630539 - CLPTM1L,,,ENST00000345356 - COL12A1,ENST00000545182 - PLBD2,,,ENST00000367718 - TNFSF4,,,,ENST00000534831 - GPRC5A,
,,,ENST00000407925 - LTBP1,ENST00000554744 - SEL1L,,,ENST00000420120 - DCN,,,,ENST00000478348 - S100A10,
,,,,ENST00000475181 - CCDC80,,,ENST00000526213 - STT3A,,,,ENST00000526669 - CD44,
,,,,ENST00000527651 - STIM1,,,ENST00000546215 - SCARB1,,,,ENST00000404580 - PSG5,
,,,,ENST00000400334 - PIGN,,,ENST00000447066 - GLG1,,,,ENST00000497027 - WNT5A,
,,,,ENST00000559746 - THBS1,,,ENST00000541932 - FLT1,,,,ENST00000400334 - PIGN,
,,,,,,,ENST00000570907 - P4HB,,,,ENST00000528053 - BACE1,
,,,,,,,ENST00000602661 - FKTN,,,,ENST00000571100 - NPTX1,
,,,,,,,ENST00000409676 - TFPI,,,,ENST00000482079 - WNT5A,
,,,,,,,ENST00000400334 - PIGN,,,,ENST00000469350 - PLOD2,
,,,,,,,ENST00000265724 - ABCB1,,,,ENST00000420120 - DCN,
,,,,,,,ENST00000584049 - BDNF,,,,ENST00000353414 - COL11A1,
,,,,,,,ENST00000482235 - ANTXR1,,,,ENST00000345356 - COL12A1,
,,,,,,,ENST00000635998 - ASAH1,,,,ENST00000618810 - INTS12,
,,,,,,,ENST00000424408 - LAMA4,,,,ENST00000366175 - PSG5,
,,,,,,,ENST00000542878 - MFGE8,,,,ENST00000374990 - TGFBR1,
,,,,,,,ENST00000428848 - CDH13,,,,ENST00000419255 - SEMA3C,
,,,,,,,ENST00000460393 - MME,,,,ENST00000630539 - CLPTM1L,
,,,,,,,ENST00000281834 - TNFSF4,,,,ENST00000199936 - HSD17B2,
,,,,,,,ENST00000630539 - CLPTM1L,,,,ENST00000475181 - CCDC80,
,,,,,,,ENST00000539548 - CDH13,,,,ENST00000474036 - FN1,
,,,,,,,ENST00000404580 - PSG5,,,,ENST00000610743 - SPPL2B,
,,,,,,,ENST00000528053 - BACE1,,,,ENST00000586142 - SLC14A1,
,,,,,,,ENST00000474036 - FN1,,,,ENST00000428848 - CDH13,
,,,,,,,ENST00000419255 - SEMA3C,,,,ENST00000620463 - COL1A2,
,,,,,,,ENST00000620463 - COL1A2,,,,,
