,logFC,AveExpr,t,P.Value,adj.P.Val,B,-log(adj.P.Val),is_deg,is_significant,score1
TNFRSF13C,2.388167128772871,-0.720581872579115,6.366580015902956,1.5165503280296376e-07,2.4714922925743273e-06,7.32036214204115,12.910688422725674,True,True,2
RPE65,2.455483851240038,-4.981908380105395,6.349699344048099,1.6011141349944833e-07,2.5903791241139216e-06,7.172845566136844,12.863706312998564,True,True,2
B3GNT3,3.4612664313174535,1.6154449989128477,6.344117362322847,1.630104644869114e-07,2.620650215107148e-06,7.272517549778314,12.85208809727625,True,True,2
LGALS7B,3.5577055488886327,-3.3300761255526745,6.335931120615916,1.673575131623577e-07,2.6808750649751105e-06,7.151239402171436,12.829367299954754,True,True,2
POU2AF1,2.849860910119409,4.4355582189154825,6.3283096136675345,1.7150908295241908e-07,2.7375488240482276e-06,6.991793508897116,12.808447627711942,True,True,2
S100A2,3.90195799999975,3.9660447334990074,6.309395868562454,1.8226324490279229e-07,2.8757626925643927e-06,7.021000628759178,12.759192634526414,True,True,2
CYP19A1,3.104904169804482,-1.0110868154594297,6.298941514085927,1.8849490288847685e-07,2.9583918575592517e-06,7.117228583899362,12.730864728629651,True,True,2
FAT2,3.3362257889811398,2.1441504391053146,6.216501749983607,2.457367790828354e-07,3.6912229147585843e-06,6.852744439028994,12.509552741603358,True,True,2
IGLL5,2.7087983726017812,9.015952012313104,6.203880298305373,2.559219654077948e-07,3.8121264379817184e-06,6.3807772725883485,12.477323404311644,True,True,2
BPIFB2,4.602931483110787,-2.4513370834850687,6.199113189456859,2.598779810660791e-07,3.854964731607798e-06,6.788688445553367,12.466148699730702,True,True,2
PAPPA,2.8260968164867557,3.993699959188569,6.0506923324752835,4.1902917305181865e-07,5.729942983225827e-06,6.1595218788190556,12.069804977858542,True,True,2
TFAP2A,2.5788695718984425,0.9612775828215215,5.988395915937535,5.120897893597208e-07,6.7540593430334195e-06,6.186697999536664,11.90536684968572,True,True,2
SERPINB5,4.757926446893263,0.90039845431886,5.95399797275706,5.720590186683487e-07,7.418890398355147e-06,6.086611386383506,11.811481053968159,True,True,2
KRT75,3.324857314076413,-2.500330442467759,5.952769310920032,5.743263073324926e-07,7.44040803685324e-06,6.041105220853969,11.808584866960063,True,True,2
DEFB4A,3.5514903584846134,-3.4040676368092098,5.950838186570781,5.779080409254522e-07,7.478440167015731e-06,6.014900818151819,11.803486321545515,True,True,2
EPYC,2.5894275105938083,-4.021873207880548,5.875671511753425,7.361167461999868e-07,9.186016318838296e-06,5.79077430695023,11.597828195572125,True,True,2
BNIP5,2.6119390969859544,-3.3430149253122075,5.8713638515177,7.463945952055095e-07,9.268901566765705e-06,5.78373761125524,11.588845678744434,True,True,2
CHST6,3.0320379216917828,3.4450643499279012,5.845504342968344,8.111781878660142e-07,9.921504292302279e-06,5.576221607656217,11.520806005794853,True,True,2
SPRR2D,3.4956215232737,-2.917234350969221,5.833954173416328,8.419000547373962e-07,1.0199393399041979e-05,5.677399069539037,11.49318231012466,True,True,2
CST2,4.076672265048339,-1.2405889867810047,5.831961295540765,8.47317171492212e-07,1.0248631636933288e-05,5.710287698300885,11.488366360127397,True,True,2
MEDAG,3.279016606193954,4.299299010915635,5.831825586648661,8.476873239626523e-07,1.0248631636933288e-05,5.452246343317282,11.488366360127397,True,True,2
MZB1,2.672821614537629,5.351628654956134,5.825268121053024,8.657668692848743e-07,1.0431876963125308e-05,5.2763854680307425,11.470644347028468,True,True,2
MUC4,2.709499363149679,5.373188426416699,5.80481753860392,9.246612267271992e-07,1.1029799191809404e-05,5.2106049279607785,11.414909930502901,True,True,2
FAM83F,2.6187767610573163,-0.18210945796796194,5.722913096135746,1.2034247703208949e-06,1.3774929458868742e-05,5.383625508321292,11.192660323891676,True,True,2
CD177,2.6461511596764304,1.044146959397016,5.7057425189028175,1.2717492551406148e-06,1.4409120925704299e-05,5.315371885615821,11.147649154275571,True,True,2
TMPRSS4,4.135809810013228,2.8051215626792456,5.699385140403858,1.298016391811166e-06,1.463652083019983e-05,5.207914665543171,11.131990725884313,True,True,2
KRT6B,3.922154042653545,-2.6773495113781878,5.6586150981399514,1.4798174290555116e-06,1.6371569759141725e-05,5.166508558806779,11.01996427874479,True,True,2
CCL7,3.116054824670615,-1.5309418369955732,5.635353994199402,1.5946984782165484e-06,1.7469241463335978e-05,5.112871425855629,10.95506885414642,True,True,2
CXCL6,4.311285553366256,2.4492879703505217,5.565299290107873,1.997198006812861e-06,2.1001766901340898e-05,4.822956847709255,10.770903985621176,True,True,2
ADAMTS18,2.9781918628455393,-1.5379270852002551,5.548174863592016,2.1100931663166183e-06,2.2033126128098336e-05,4.851168082178203,10.722963503989991,True,True,2
ZPLD1,3.2027643544426816,-3.8446870056196873,5.4598471689312325,2.8014979333841873e-06,2.762029316090653e-05,4.564402870967396,10.496959795958844,True,True,2
CLCA2,4.384308974043631,2.156176880801357,5.387954725152049,3.527388106619808e-06,3.3447359534423236e-05,4.297766278759974,10.305537712191184,True,True,2
SLC5A5,3.045872468497598,0.2098387735140938,5.372368229587442,3.7079245591012886e-06,3.495399564562202e-05,4.321468004550509,10.261477771194638,True,True,2
BPIFB1,5.498147804246374,7.086630034795069,5.33570040340974,4.1696887659888016e-06,3.8593410803459624e-05,3.716258384855122,10.162429000638758,True,True,2
DMRT3,3.3726407149034374,-3.2595290622897375,5.322978113704666,4.342909150118484e-06,3.9865850711864375e-05,4.163302168759566,10.12999047241901,True,True,2
IVL,3.29579753362246,-0.19914970454854497,5.321420588826572,4.36460106903553e-06,4.002379551744041e-05,4.170146909208338,10.126036392790011,True,True,2
GABBR2,3.218276381033585,0.12150696242400716,5.265721704055157,5.2152974058834576e-06,4.641744748528194e-05,4.000385331405487,9.977835146021445,True,True,2
UGT1A6,4.09217768046249,-0.18819460534204066,5.204562457002808,6.339945023866339e-06,5.492054318004603e-05,3.8155823705174274,9.809623086726559,True,True,2
CR2,3.8128451995089643,1.2047158983200124,5.1692766843237115,7.095093405927465e-06,6.0062591000367936e-05,3.6787065806173453,9.720123356140336,True,True,2
SLCO1B3,3.1077937507501465,-2.926461651656854,5.1025091698463605,8.776320740884319e-06,7.131759727735913e-05,3.5176631811867107,9.548367454861578,True,True,2
PADI1,3.1136756802528747,-2.989409634407235,5.08887498575388,9.165388698842276e-06,7.380702226120958e-05,3.4775001137662986,9.514056678293652,True,True,2
PNLIPRP3,3.3899462627537726,-4.4068899624674245,5.039324356309608,1.0728833411555003e-05,8.41564976831644e-05,3.3295072286847365,9.382832424822213,True,True,2
PITX1,3.283302193517934,-1.15774982018942,4.982444391298842,1.2851217689681596e-05,9.779349981447135e-05,3.1632732555638503,9.232652447197047,True,True,2
KRT5,4.7541040022047,4.217331778521855,4.962444058639685,1.3692241663379134e-05,0.0001030527425065376,2.810176589834798,9.180269637623978,True,True,2
MMP8,3.775838527162144,-2.047281762163487,4.8282048191003195,2.092929425676595e-05,0.0001474470019786768,2.715145539594231,8.822041755370348,True,True,2
SERPINB7,3.1041005656224625,-1.878399710737263,4.805095812151215,2.251046109683979e-05,0.00015709784054482052,2.6477373058926377,8.758641758533516,True,True,2
ATP12A,3.6296509285395637,1.585245939049681,4.327929116588386,9.950914192687769e-05,0.0005359917409251834,1.1338394766515645,7.53139180573386,True,True,2
SERPINB3,6.142670498743131,1.4942733893336415,4.19586391957548,0.0001490768352693249,0.0007534058695500149,0.8000540077160085,7.190906471988055,True,True,2
MSMB,5.045371752310854,2.3890724944227277,3.473183166942362,0.0012612248725384306,0.0044833780578582266,-1.3039312867096768,5.407378485921696,True,True,2
BPIFA1,6.104246161316049,1.0100139440035616,3.4390245387295417,0.0013897937407806177,0.004851500255131088,-1.2791332011936625,5.3284672909108375,True,True,2
