GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
ENST00000532995 - SYTL2,,ENST00000381551 - PDGFB,ENST00000532873 - DKK3,ENST00000463579 - SBDS,,ENST00000533131 - BDNF,ENST00000551148 - ANO4,ENST00000538383 - NTN4,ENST00000523950 - VEGFA,ENST00000375001 - COL15A1,ENST00000407925 - LTBP1,ENST00000545560 - ITGBL1
ENST00000471344 - COL1A1,,ENST00000429635 - AMIGO2,ENST00000409549 - LOXL3,ENST00000522445 - EIF3E,,ENST00000382034 - missing,ENST00000542878 - MFGE8,ENST00000300177 - GREM1,ENST00000259056 - GALNT5,ENST00000419727 - JDP2,ENST00000378076 - ITGA8,ENST00000480278 - CEACAM19
ENST00000509016 - ANXA5,,ENST00000458059 - CNEP1R1,ENST00000504456 - PAM,ENST00000553290 - ACTN1,,ENST00000438243 - PI4KB,ENST00000371039 - SGIP1,ENST00000344768 - FRMD6,ENST00000250160 - CCN4,ENST00000274030 - USP53,ENST00000404377 - TNFSF18,ENST00000330010 - NEXN
ENST00000469605 - RPL24,,ENST00000392341 - SLC16A3,ENST00000376228 - HLA-C,ENST00000600706 - SAE1,,ENST00000484484 - CARS1,ENST00000492277 - RPL29,ENST00000368599 - CALHM5,ENST00000558745 - TSPAN3,ENST00000437770 - HLA-K,ENST00000383694 - FILIP1L,ENST00000378226 - BTBD3
ENST00000315274 - MMP1,,ENST00000621592 - MYC,ENST00000569105 - LTO1,ENST00000609092 - GNPDA2,,ENST00000534562 - SWAP70,ENST00000583147 - TWSG1,ENST00000600474 - COLGALT1,ENST00000509647 - FAT1,ENST00000461965 - GLS,ENST00000518306 - ASPH,ENST00000227507 - CCND1
ENST00000360490 - MME,,ENST00000356005 - FN1,ENST00000347528 - ANK1,ENST00000344700 - RPS10,,ENST00000472129 - CLTC,ENST00000461070 - EIF2S2P4,ENST00000471562 - FILIP1L,ENST00000307333 - ANTXR2,ENST00000550645 - RPL18,ENST00000392951 - TAGLN,ENST00000409557 - RND3
ENST00000512964 - CHIC2,,ENST00000301653 - KRT16,ENST00000241305 - CPXM2,ENST00000485177 - PXDN,,ENST00000588693 - TMEM106A,ENST00000316418 - AHRR,ENST00000566530 - LOXL1,ENST00000426059 - FN1,ENST00000474033 - MXRA8,ENST00000588830 - RPL27,ENST00000368449 - SHC1
ENST00000593948 - PSG9,,ENST00000538913 - STAT6,ENST00000284987 - ADAMTS5,ENST00000569712 - BOP1,,ENST00000413985 - CRIM1,ENST00000554311 - BDKRB2,ENST00000428848 - CDH13,ENST00000525144 - KIRREL3,ENST00000509016 - ANXA5,ENST00000502306 - nan,ENST00000397411 - TSPAN4
ENST00000502363 - PKD2,,ENST00000613100 - MRPS36,ENST00000409829 - ANTXR1,ENST00000409349 - ANTXR1,,ENST00000590874 - CAPNS1,ENST00000427500 - GBA1,ENST00000559556 - TPM1,ENST00000528931 - MICAL2,ENST00000409000 - RPL31,ENST00000310396 - CPED1,ENST00000436216 - EXT1
ENST00000419959 - ALDH1A1,,ENST00000562103 - ZNF598,ENST00000328252 - PAPPA,ENST00000513206 - TRIO,,ENST00000469265 - missing,ENST00000427335 - P3H2,ENST00000495037 - LRIG1,ENST00000535924 - missing,ENST00000419716 - SULF1,ENST00000315757 - ITGA11,ENST00000513369 - GAPDHP35
ENST00000434027 - RGMB,,ENST00000615116 - SCAND1,ENST00000370184 - PLPPR4,ENST00000520677 - MRPL13,,ENST00000460346 - EXOC4,ENST00000510998 - PALLD,ENST00000632591 - missing,ENST00000583147 - TWSG1,ENST00000398399 - VGLL3,ENST00000316418 - AHRR,ENST00000624710 - nan
ENST00000261037 - COL8A1,,ENST00000374092 - NFS1,ENST00000461431 - CCDC80,ENST00000580353 - MYL12A,,ENST00000462824 - NABP1,ENST00000592528 - PLIN3,ENST00000496081 - HLA-A,ENST00000547252 - SLC38A2,ENST00000476396 - DNAJB4,ENST00000492719 - GAPDH,ENST00000568459 - PKM
ENST00000528655 - ADM,,ENST00000500635 - RBM14-RBM4,ENST00000284136 - SEMA3D,ENST00000552080 - SARNP,,ENST00000528503 - GANAB,ENST00000455111 - GPC1,ENST00000320241 - FOXL1,ENST00000404191 - ANTXR2,ENST00000240335 - TBX4,ENST00000415557 - ACTA2,ENST00000259806 - missing
ENST00000483888 - COL12A1,,ENST00000448528 - DLG1,ENST00000481009 - S100A4,ENST00000476396 - DNAJB4,,ENST00000523582 - TRPA1,ENST00000550728 - HLA-A,ENST00000413303 - LTBP1,ENST00000522402 - NRG1,ENST00000260356 - THBS1,ENST00000527343 - CD81,ENST00000423302 - IRAG1
ENST00000489521 - MRPS22,,ENST00000289528 - ZFAND2B,ENST00000294599 - MEGF6,ENST00000447386 - FAP,,ENST00000585182 - COPZ2,ENST00000495528 - VIM,ENST00000486085 - RTN4,ENST00000557405 - FRMD6,ENST00000375615 - LAYN,ENST00000560937 - MFGE8,ENST00000580189 - SLC16A3
ENST00000612334 - CERCAM,,ENST00000624386 - TAMM41,ENST00000464788 - GNAS,ENST00000581826 - CPD,,ENST00000521597 - TNFRSF11B,ENST00000527577 - CD59,ENST00000287667 - NOMO1,ENST00000382543 - AFAP1,ENST00000600572 - PSG4,ENST00000265340 - PITX1,ENST00000382353 - FGF9
ENST00000494507 - DPP4,,ENST00000374399 - NIPAL3,ENST00000274030 - USP53,ENST00000621674 - RPL13A,,ENST00000490667 - SHC1,ENST00000344876 - PCDH18,ENST00000526475 - MICAL2,ENST00000531732 - MICAL2,ENST00000262426 - FOXF1,ENST00000370971 - WLS,ENST00000392979 - ANO4
ENST00000389341 - POU2F2,,ENST00000523950 - VEGFA,ENST00000471724 - SSR4,ENST00000443998 - nan,,ENST00000478588 - AFF4,ENST00000555616 - ACTN1,ENST00000503753 - SYT15,ENST00000372915 - MACF1,ENST00000554167 - FRMD6,ENST00000550728 - HLA-A,ENST00000528330 - PCDHGA2
ENST00000448083 - FOSL1,,ENST00000440815 - IL32,ENST00000394439 - PDE5A,ENST00000518809 - TACC1,,ENST00000538501 - PPME1,ENST00000482129 - RIPOR3,ENST00000613167 - PLLP,ENST00000367351 - ULBP2,ENST00000528295 - THY1,ENST00000402438 - CYB5R3,ENST00000518668 - DENND3
ENST00000457497 - RPL10P6,,ENST00000319359 - ELL3,ENST00000515017 - ANXA5,ENST00000578491 - DDX5,,ENST00000415701 - PTAR1,ENST00000441240 - LPAR1,ENST00000553059 - NTN4,ENST00000296129 - CDCP1,ENST00000295228 - INHBB,ENST00000508871 - NEDD4,ENST00000518867 - MGAT4B
ENST00000436072 - SFRP4,,ENST00000369230 - PNLIPRP3,ENST00000555591 - nan,ENST00000470302 - TRIP12,,ENST00000514893 - NEDD4,ENST00000457660 - SLC3A2,ENST00000513978 - GRAMD2B,ENST00000618395 - COL5A1,ENST00000546642 - LUM,ENST00000402866 - DRP2,ENST00000611014 - PAMR1
ENST00000344911 - NTN4,,ENST00000515877 - GPN1,ENST00000464589 - ADAMTS1,ENST00000558308 - UACA,,ENST00000557739 - BAZ1A,ENST00000592248 - nan,ENST00000376162 - ITGBL1,ENST00000637807 - nan,ENST00000597529 - EMP3,ENST00000424424 - PRNP,ENST00000510208 - PAM
ENST00000566497 - MFGE8,,ENST00000326016 - ARHGEF4,ENST00000263665 - CNTN3,ENST00000492734 - CACNA2D1,,ENST00000525877 - SGK1,ENST00000636997 - ASAH1,ENST00000406449 - PVR,ENST00000617924 - THBS2,ENST00000628568 - FHL1,ENST00000443059 - QSOX1,ENST00000460804 - SH2D5
,,ENST00000370565 - CLCA2,ENST00000450684 - AEBP1,ENST00000587146 - EIF3G,,ENST00000296641 - F2RL2,ENST00000412064 - POR,ENST00000490247 - THBS1,ENST00000373484 - SYNC,ENST00000535233 - C1R,ENST00000528295 - THY1,ENST00000512840 - TBC1D19
,,ENST00000487038 - PDPN,ENST00000330430 - RCAN2,ENST00000533206 - PAFAH1B2,,ENST00000498627 - PUM1,ENST00000526640 - FTH1,ENST00000466704 - CALD1,ENST00000507166 - nan,ENST00000532415 - PKD1P5,ENST00000542150 - COPS7A,ENST00000517903 - ASPH
,,ENST00000549581 - PRR13,ENST00000490868 - PPP2R1A,ENST00000222462 - WNT16,,ENST00000512450 - PDE5A,ENST00000547914 - NACA,ENST00000409807 - FHL2,ENST00000494012 - MACF1,ENST00000527273 - RPS3,ENST00000369638 - RHOC,ENST00000542878 - MFGE8
,,ENST00000392623 - S100A13,ENST00000443875 - C1S,ENST00000515176 - SKIC3,,ENST00000528729 - FDFT1,ENST00000315757 - ITGA11,ENST00000367351 - ULBP2,ENST00000537320 - TNC,ENST00000553059 - NTN4,ENST00000510208 - PAM,ENST00000555847 - nan
,,ENST00000254051 - TNS4,ENST00000617924 - THBS2,ENST00000465524 - NUCB1,,ENST00000433917 - ZDHHC9,ENST00000462712 - NABP1,ENST00000485837 - PRKCI,ENST00000418533 - LTBP1,ENST00000590854 - EPG5,ENST00000375398 - SVIL,ENST00000560937 - MFGE8
,,ENST00000368533 - TPM3,ENST00000484734 - THBS1,ENST00000561132 - IQGAP1,,ENST00000456351 - MICB,ENST00000383408 - PIEZO2,ENST00000521928 - RDH10,ENST00000533206 - PAFAH1B2,ENST00000613052 - CERCAM,ENST00000371037 - SGIP1,ENST00000512772 - FAT1
,,ENST00000245908 - SH2D3A,ENST00000510208 - PAM,ENST00000397886 - PTTG1IP,,ENST00000520337 - CTHRC1,ENST00000528082 - PRCP,ENST00000495568 - PIEZO1,ENST00000304338 - PPP4R4,ENST00000381052 - ADAMTS6,ENST00000527605 - PAMR1,ENST00000267843 - FGF7
,,ENST00000302291 - LUZP1,ENST00000555393 - NFATC4,ENST00000527163 - BSDC1,,ENST00000495235 - PDCD6IP,ENST00000534549 - JAM3,ENST00000626746 - PLS3,ENST00000619905 - PPP4R4,ENST00000509535 - RACK1,ENST00000436461 - CALD1,ENST00000375377 - JCAD
,,ENST00000630761 - LSS,ENST00000402681 - C1S,ENST00000478217 - F3,,ENST00000601041 - PSG4,ENST00000638046 - ATP6AP2,ENST00000484280 - RHOC,ENST00000369700 - PRSS35,ENST00000469554 - CCDC80,ENST00000374786 - NTM,ENST00000446342 - PLAU
,,ENST00000308354 - PDLIM2,ENST00000436913 - LAYN,ENST00000523848 - YWHAZ,,ENST00000567105 - NUTF2,ENST00000558847 - GOLM2,ENST00000506367 - PKD2,ENST00000222482 - CPA4,ENST00000373292 - HDLBP,ENST00000495625 - FILIP1L,ENST00000401783 - SVEP1
,,ENST00000494426 - CLIC3,ENST00000273183 - STAC,ENST00000281834 - TNFSF4,,ENST00000396535 - SHC4,ENST00000563275 - PKM,ENST00000544188 - TMED2,ENST00000436783 - ATP6AP2,ENST00000571252 - PCDHGA4,ENST00000480548 - SGIP1,
,,ENST00000520468 - COX6C,ENST00000613132 - IGFBP3,ENST00000478124 - GARS1,,ENST00000512739 - PDE5A,ENST00000553581 - WARS1,ENST00000467166 - CDK6,ENST00000354960 - PDE5A,ENST00000544396 - GRAMD2B,ENST00000612334 - CERCAM,
,,ENST00000356457 - ASPH,ENST00000616738 - LEPR,ENST00000413555 - CCT3,,ENST00000581267 - BLTP2,ENST00000402438 - CYB5R3,ENST00000526416 - PLEC,ENST00000469005 - FSTL1,ENST00000293709 - ATF6B,ENST00000414679 - PLCB4,
,,ENST00000331444 - DGCR6,ENST00000458447 - APOD,ENST00000495743 - SYAP1,,ENST00000483985 - TAF1,ENST00000617961 - missing,ENST00000550413 - AMIGO2,ENST00000318315 - C5orf46,ENST00000525981 - RPL27A,ENST00000530866 - LTBP3,
,,ENST00000397238 - AGAP3,ENST00000356249 - CEMIP,ENST00000415241 - FLNA,,ENST00000474485 - NOL7,ENST00000451430 - ANO10,ENST00000381086 - IGFBP3,ENST00000508588 - PKD2,ENST00000548336 - C12orf75,ENST00000394003 - DCTN1,
,,ENST00000379727 - CYP1A1,ENST00000369137 - GRIK2,ENST00000584633 - EPN2,,ENST00000361391 - CTNND1,ENST00000599084 - KDELR1,ENST00000632478 - GREM1,ENST00000517746 - ANGPT1,ENST00000295550 - COL6A3,ENST00000249601 - ARHGAP22,
,,ENST00000310351 - CCDC14,ENST00000490776 - FKBP9,ENST00000330836 - DDX24,,ENST00000435417 - CRELD1,ENST00000469097 - HM13,ENST00000560830 - GREM1,ENST00000482116 - LMO7,ENST00000438257 - DIO2,ENST00000327773 - GAS6,
,,ENST00000277480 - LCN2,ENST00000580189 - SLC16A3,ENST00000618456 - DDX24,,ENST00000408952 - CCNL2,ENST00000259806 - missing,ENST00000529134 - SULF1,ENST00000551813 - TMEM263,ENST00000470019 - PTK7,ENST00000519479 - PCDHGB4,
,,ENST00000393796 - PPAN-P2RY11,ENST00000295927 - PTX3,ENST00000586268 - NEDD4L,,ENST00000489843 - ARF4,ENST00000418533 - LTBP1,ENST00000520179 - SLC20A2,ENST00000555017 - SEC23A,ENST00000369236 - GFRA1,ENST00000471212 - TPM2,
,,ENST00000249910 - MBD4,ENST00000316418 - AHRR,ENST00000571691 - ACTG1,,ENST00000634560 - H4C8,ENST00000333552 - RALY,ENST00000545560 - ITGBL1,ENST00000314915 - BDNF,ENST00000630684 - FHL1,ENST00000528567 - INSC,
,,ENST00000443408 - RCAN1,ENST00000409597 - CHN1,ENST00000264805 - PDE5A,,ENST00000635491 - missing,ENST00000473974 - WDR45,ENST00000514099 - GRAMD2B,ENST00000231004 - LOX,ENST00000558347 - TPM1,ENST00000409731 - ACTG2,
,,ENST00000600022 - IRF3,ENST00000477278 - MXRA8,ENST00000435406 - OS9,,ENST00000468286 - SGIP1,ENST00000446150 - BRD2,ENST00000480356 - F3,ENST00000378491 - NRSN1,ENST00000595404 - PSG9,ENST00000617380 - PCDHGB5,
,,ENST00000579973 - KCTD1,ENST00000591077 - ADAMTSL5,ENST00000394439 - PDE5A,,ENST00000450179 - TMEM254,ENST00000436979 - BRD2,ENST00000436216 - EXT1,ENST00000478217 - F3,ENST00000347528 - ANK1,ENST00000520337 - CTHRC1,
,,ENST00000360171 - CBWD3,ENST00000382120 - SOD3,ENST00000517534 - CTNNA1,,ENST00000533898 - RCN1,ENST00000527411 - EPB41L2,ENST00000484734 - THBS1,ENST00000515433 - TGFBI,ENST00000535924 - missing,ENST00000458257 - INMT-MINDY4,
,,ENST00000315238 - CALML3,ENST00000307765 - RXFP1,ENST00000549922 - TRHDE,,ENST00000527132 - DKK3,ENST00000518867 - MGAT4B,ENST00000421391 - FBXL2,ENST00000547034 - TMTC3,ENST00000464916 - COL1A2,ENST00000482525 - RAB7A,
,,ENST00000627048 - ADI1,ENST00000492134 - SLC38A11,ENST00000476916 - KPNA1,,ENST00000561555 - CDIPT,ENST00000371037 - SGIP1,ENST00000359079 - SGMS2,ENST00000532870 - TAGLN,ENST00000519678 - ASPH,ENST00000397411 - TSPAN4,
,,ENST00000382771 - SERPINB5,ENST00000287771 - RBPMS,ENST00000558748 - GMPR2,,ENST00000418820 - PSG9,ENST00000473016 - ACTG2,ENST00000367908 - RGS4,ENST00000465642 - IGFBP3,ENST00000360814 - GLT8D2,ENST00000621169 - PCDHGB5,
,,ENST00000008180 - IL32,ENST00000550666 - DDR1,ENST00000525669 - PABPC4,,ENST00000463847 - ZFAND3,ENST00000249075 - LIF,ENST00000444198 - DDR1,ENST00000523007 - LRP12,ENST00000435165 - SGIP1,ENST00000555847 - nan,
,,ENST00000338513 - GJB5,ENST00000620920 - RCAN1,ENST00000540837 - M6PR,,ENST00000379979 - GLRX,ENST00000480700 - BRD2,ENST00000419727 - JDP2,ENST00000546662 - TWF1,ENST00000532873 - DKK3,ENST00000375650 - HSPA1B,
,,ENST00000337003 - ATP5MK,ENST00000480456 - JAM2,ENST00000543908 - NMT1,,ENST00000438599 - missing,ENST00000494637 - BRD2,ENST00000528025 - PLEC,ENST00000496703 - ITGB5,ENST00000445907 - CHRM2,ENST00000372930 - TMEM35A,
,,ENST00000266594 - ANP32D,ENST00000259455 - GABBR2,ENST00000262426 - FOXF1,,ENST00000591782 - VMP1,ENST00000296734 - GPX8,ENST00000469005 - FSTL1,ENST00000593513 - AXL,ENST00000264498 - FGF2,ENST00000523108 - MGAT4B,
,,ENST00000585675 - C19orf25,ENST00000554577 - ADCY4,ENST00000467839 - UBE2V1,,ENST00000537814 - SLC35B2,ENST00000541434 - CADM1,ENST00000376839 - ACTN1,ENST00000539780 - BCAT1,ENST00000442170 - FBLN1,ENST00000474267 - WNT5A,
,,ENST00000372003 - TSPAN1,ENST00000612334 - CERCAM,ENST00000370207 - F3,,ENST00000488799 - ADD3,ENST00000586142 - SLC14A1,ENST00000520770 - LRP12,ENST00000374719 - EDA2R,ENST00000381086 - IGFBP3,ENST00000259806 - missing,
,,ENST00000368388 - TPD52L1,ENST00000340687 - SERPING1,ENST00000509814 - ITGA2,,ENST00000460008 - DCBLD2,ENST00000368449 - SHC1,ENST00000398955 - MGARP,ENST00000389131 - LOXL2,ENST00000407929 - SLC8A1,ENST00000539277 - TMTC1,
,,ENST00000416363 - AGPAT1,ENST00000556356 - LRP1,ENST00000480581 - CAPN2,,ENST00000424320 - SGIP1,ENST00000256062 - TMTC1,ENST00000534746 - RRAS2,ENST00000550413 - AMIGO2,ENST00000175506 - ASNS,ENST00000409000 - RPL31,
,,ENST00000347849 - PTPN18,ENST00000556961 - FBLN5,ENST00000415997 - APP,,ENST00000539952 - CPSF7,ENST00000514505 - BTF3,ENST00000608657 - ITGB5,ENST00000578386 - SMURF2,ENST00000472007 - FKBP9,ENST00000409435 - SCN9A,
,,ENST00000395748 - AREG,ENST00000296280 - MASP1,ENST00000373710 - SERINC2,,ENST00000488837 - ADD3,ENST00000455150 - EEF1B2,ENST00000548902 - NUAK1,ENST00000326857 - DCBLD2,ENST00000394439 - PDE5A,ENST00000558308 - UACA,
,,ENST00000526343 - YAP1,ENST00000531133 - SERPING1,ENST00000491287 - PSMA5,,ENST00000542832 - DDX47,ENST00000637715 - EEF1B2,ENST00000529546 - TXNRD1,ENST00000405269 - SLC8A1,ENST00000475181 - CCDC80,ENST00000637387 - CTSD,
,,ENST00000632360 - MMP28,ENST00000426348 - TNXB,ENST00000259056 - GALNT5,,ENST00000507828 - SEC31A,ENST00000497317 - KRTCAP2,ENST00000579475 - NOTCH2,ENST00000359079 - SGMS2,ENST00000470540 - C1orf198,ENST00000477278 - MXRA8,
,,ENST00000422087 - PNPLA8,ENST00000233813 - IGFBP5,ENST00000467923 - CDS2,,ENST00000564905 - XPO6,ENST00000352931 - PTK7,ENST00000264205 - ECE1,ENST00000476482 - P4HB,ENST00000509077 - MYLKP1,ENST00000619562 - IGF2BP3,
,,ENST00000298690 - RNASE7,ENST00000335110 - FAT4,ENST00000429490 - SGMS1,,ENST00000262426 - FOXF1,ENST00000502306 - nan,ENST00000432738 - SERPINE2,ENST00000485987 - LMO7,ENST00000381132 - RCAN1,ENST00000592248 - nan,
,,ENST00000618613 - RPL17,ENST00000361673 - ALPK2,ENST00000624710 - nan,,ENST00000493877 - BTRC,ENST00000374786 - NTM,ENST00000465627 - UBA3,ENST00000520409 - BNIP3L,,ENST00000424248 - DENND3,
,,ENST00000601675 - PTOV1,ENST00000559746 - THBS1,ENST00000534870 - ADD1,,ENST00000621587 - TBC1D3E,ENST00000579070 - SNRPN,ENST00000570272 - CCPG1,ENST00000315274 - MMP1,,ENST00000545094 - CADM1,
,,ENST00000245185 - MT2A,ENST00000438257 - DIO2,ENST00000498703 - PTEN,,ENST00000469630 - TBXAS1,ENST00000506451 - SEPTIN7P14,ENST00000455111 - GPC1,ENST00000526580 - TXNRD1,,ENST00000312553 - PODN,
,,ENST00000396026 - ZNF133,ENST00000441443 - SHOX2,ENST00000546283 - NDUFS7,,ENST00000274487 - ADAMTS19,ENST00000588454 - CALR,ENST00000551813 - TMEM263,ENST00000464933 - SLC9A7,,ENST00000223423 - PTGS1,
,,ENST00000367341 - RAET1L,ENST00000477269 - F10,ENST00000508609 - RUFY1,,ENST00000430405 - DMTF1,ENST00000268613 - CDH13,ENST00000631537 - missing,ENST00000471243 - WLS,,ENST00000257359 - ADAMTS8,
,,ENST00000396603 - CLTA,ENST00000618395 - COL5A1,ENST00000308099 - METTL5,,ENST00000575847 - ANO4,ENST00000290271 - STC1,ENST00000497721 - LRIG1,ENST00000521597 - TNFRSF11B,,ENST00000342754 - NEXN,
,,ENST00000457722 - NECAP2,ENST00000464916 - COL1A2,ENST00000552108 - PRICKLE1,,ENST00000453316 - BUD23,ENST00000478064 - LAMC1,ENST00000266085 - TIMP3,ENST00000265016 - BST1,,ENST00000461431 - CCDC80,
,,ENST00000273610 - UCN2,ENST00000504691 - PAM,ENST00000504949 - RHOBTB3,,ENST00000504835 - CDH6,ENST00000545094 - CADM1,ENST00000535239 - MSRB3,ENST00000504582 - ADAMTS12,,ENST00000428730 - RHBDF1,
,,ENST00000368713 - S100A3,ENST00000509016 - ANXA5,ENST00000505143 - CAST,,ENST00000463295 - DAP3,ENST00000482525 - RAB7A,ENST00000374791 - NTM,ENST00000542058 - GNS,,ENST00000502401 - SEPTIN11,
,,ENST00000455263 - TP53,ENST00000295497 - CHN1,ENST00000481619 - FAM50A,,ENST00000259056 - GALNT5,ENST00000564864 - MMP2,ENST00000445986 - TAP2,ENST00000476168 - MAGT1,,ENST00000328252 - PAPPA,
,,ENST00000360807 - RRBP1,ENST00000405162 - RCAN2,ENST00000409170 - RPL36A-HNRNPH2,,ENST00000467128 - USP34,ENST00000433655 - CTSD,ENST00000395980 - missing,ENST00000394156 - CDH11,,ENST00000368215 - PTPRK,
,,ENST00000257860 - PRPH,ENST00000419716 - SULF1,ENST00000462712 - NABP1,,ENST00000370971 - WLS,ENST00000409829 - ANTXR1,ENST00000584049 - BDNF,ENST00000409567 - DCTN1,,ENST00000628183 - PTPRK,
,,ENST00000361631 - ENSA,ENST00000554311 - BDKRB2,ENST00000555541 - SNX6,,ENST00000511115 - PCDH18,ENST00000519468 - ASAH1,ENST00000509427 - NREP,ENST00000519011 - FZD6,,ENST00000504248 - MAN2B2,
,,ENST00000368733 - S100A8,ENST00000451159 - TNXB,ENST00000485478 - LRRC17,,ENST00000552890 - TRAFD1,,ENST00000259318 - PALM2AKAP2,ENST00000379983 - UACA,,,
,,ENST00000626678 - DHX36,ENST00000252085 - PCDHGA12,ENST00000442065 - BCAP29,,ENST00000502371 - APC,,ENST00000425538 - MYOCD,ENST00000498224 - SLC20A1,,,
,,ENST00000532777 - ZNF7,ENST00000297161 - BMPER,ENST00000526950 - TXNRD1,,ENST00000629317 - PTPRK,,ENST00000469554 - CCDC80,ENST00000425719 - NTM,,,
,,ENST00000444024 - RMND1,ENST00000397747 - PDCD1LG2,ENST00000472385 - MACF1,,ENST00000524534 - PTPRK,,ENST00000548458 - C12orf75,ENST00000548458 - C12orf75,,,
,,ENST00000628984 - RCC2,ENST00000382872 - NLGN4Y,ENST00000450288 - PDXDC1,,ENST00000589330 - ME2,,ENST00000409484 - CYBRD1,ENST00000579475 - NOTCH2,,,
,,ENST00000324189 - B3GNT4,ENST00000613052 - CERCAM,ENST00000357207 - TRAPPC11,,ENST00000392977 - ANO4,,ENST00000583087 - MYLK,ENST00000519510 - PLAT,,,
,,ENST00000551116 - DDIT3,ENST00000532253 - TP53I11,ENST00000571507 - P4HB,,ENST00000429089 - PLAT,,ENST00000507400 - TUSC3,ENST00000392717 - missing,,,
,,ENST00000634171 - HNRNPCL1,ENST00000489707 - PTK7,ENST00000508067 - LOX,,ENST00000619283 - TAP2,,ENST00000534412 - PICALM,ENST00000525463 - HSPA8,,,
,,ENST00000632401 - CCDC92,ENST00000524970 - THY1,ENST00000534792 - BCLAF1,,ENST00000578663 - CDK5RAP3,,ENST00000371697 - ANKRD1,ENST00000404424 - CLIP4,,,
,,ENST00000539247 - ARMCX6,ENST00000620819 - NOMO1,ENST00000440806 - STX12,,ENST00000522633 - IL6ST,,ENST00000461965 - GLS,ENST00000507400 - TUSC3,,,
,,ENST00000415583 - RPP21,ENST00000392730 - RPL13P12,ENST00000462034 - ARPC2,,ENST00000439702 - URGCP,,ENST00000532873 - DKK3,ENST00000415690 - NR3C1,,,
,,ENST00000319516 - TFAP2A,ENST00000483086 - HDLBP,ENST00000409837 - METTL5,,ENST00000627900 - PTPRK,,ENST00000548315 - TWF1,ENST00000503771 - TMEM158,,,
,,ENST00000512835 - ANP32C,ENST00000343702 - NTN4,ENST00000461041 - SNAPC3,,ENST00000368205 - PTPRK,,ENST00000273183 - STAC,ENST00000545641 - RIC1,,,
,,ENST00000373366 - GJB3,ENST00000458141 - SULF1,ENST00000525469 - CD44,,ENST00000264805 - PDE5A,,ENST00000552108 - PRICKLE1,ENST00000536525 - NAV3,,,
,,ENST00000619361 - HNRNPCL2,ENST00000368221 - CRABP2,ENST00000409435 - SCN9A,,ENST00000550826 - ZNF844,,ENST00000498699 - PHLDB2,ENST00000259318 - PALM2AKAP2,,,
,,ENST00000376170 - ABI1,ENST00000352931 - PTK7,ENST00000526574 - PPP6R3,,ENST00000424339 - EPHA4,,ENST00000356249 - CEMIP,ENST00000467166 - CDK6,,,
,,ENST00000352260 - SPNS1,ENST00000369802 - CSF1,ENST00000465210 - SEC63,,ENST00000351898 - SLC4A4,,ENST00000545927 - OLR1,ENST00000439203 - DST,,,
,,ENST00000380753 - AKR1C2,ENST00000290271 - STC1,ENST00000480356 - F3,,ENST00000484460 - PRRG1,,ENST00000559316 - LARP6,ENST00000612232 - SLC38A2,,,
,,ENST00000407270 - MTA3,ENST00000261654 - ADGRD1,ENST00000482572 - CYB5R1,,ENST00000439275 - RND3,,ENST00000454569 - SCN9A,ENST00000465627 - UBA3,,,
,,ENST00000264144 - LAMC2,ENST00000407568 - PSG5,ENST00000423703 - ING4,,ENST00000476434 - AP2M1,,ENST00000558745 - TSPAN3,ENST00000326958 - NPR3,,,
,,ENST00000574980 - HCFC1R1,ENST00000397323 - RBPMS,ENST00000552754 - CD63,,ENST00000475322 - ATP6V1A,,ENST00000476482 - P4HB,ENST00000488940 - ST6GALNAC5,,,
,,ENST00000524555 - SAA2-SAA4,ENST00000425542 - LGALS1,ENST00000578386 - SMURF2,,ENST00000554521 - NUMB,,ENST00000512512 - IGFBP7,ENST00000461431 - CCDC80,,,
,,ENST00000575882 - TOM1L1,ENST00000487661 - HEG1,ENST00000460886 - COL6A2,,ENST00000558758 - UACA,,ENST00000552240 - PRICKLE1,ENST00000486979 - ALCAM,,,
,,ENST00000377340 - CRNKL1,ENST00000398786 - C10orf105,ENST00000503468 - NEDD4,,ENST00000524323 - STC1,,ENST00000505871 - SH3D21,ENST00000419716 - SULF1,,,
,,ENST00000279477 - SIRPB1,,ENST00000381061 - ATXN10,,ENST00000434544 - TMEM214,,ENST00000626889 - AP2A2,ENST00000532873 - DKK3,,,
,,ENST00000414809 - ARTN,,ENST00000502401 - SEPTIN11,,ENST00000575938 - CEP20,,ENST00000602131 - PLD3,ENST00000537006 - ENC1,,,
,,ENST00000359882 - PORCN,,ENST00000456762 - ARL6IP4,,ENST00000634203 - CEP20,,ENST00000374280 - EXTL1,ENST00000565468 - TMEM178B,,,
,,ENST00000259205 - IL36G,,ENST00000525209 - CD44,,ENST00000610929 - PSAP,,ENST00000508404 - TMEM165,ENST00000496081 - HLA-A,,,
,,ENST00000352931 - PTK7,,ENST00000264785 - WDR1,,ENST00000370408 - ERLIN1,,ENST00000512044 - DLC1,ENST00000301455 - ANGPTL4,,,
